sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;goldfish-models_lit_latn_1000mb_correct_nll;goldfish-models_lit_latn_1000mb_incorrect_nll;goldfish-models_lit_latn_1000mb_certainty;goldfish-models_lit_latn_1000mb_decision
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Renginys gausus svečių.;Renginys gausus svečiais.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;6.056000709533691;5.648831844329834;-0.4071688652038574;incorrect
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Miestas pilnas gyventojų.;Miestas pilnas gyventojais.; ;;ChatGPT;;5.332049369812012;5.709214687347412;0.3771653175354004;correct
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Biblioteka turtinga knygų.;Biblioteka turtinga knygomis.; ;;ChatGPT;;5.219584941864014;5.536986827850342;0.3174018859863281;correct
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Mano draugai turtingi patarimų.;Mano draugai turtingi patarimais.; ;;ChatGPT;;7.2498345375061035;7.426250457763672;0.17641592025756836;correct
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Šis stalas nukrautas vaisių.;Šis stalas nukrautas vaisiais.; ;;ChatGPT;;5.074103355407715;4.965102195739746;-0.10900115966796875;incorrect
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Mamatė turtinga gerumo ir šilumos.;Mamatė turtinga gerumu ir  šiluma.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;6.306612014770508;5.547893047332764;-0.7587189674377441;incorrect
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Koncertas turtingas remėjų.;Koncertas turtingas remėjais.; ;;ChatGPT;;6.4263787269592285;5.622339248657227;-0.804039478302002;incorrect
66.0;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Ar esi turtingas pinigų?;Ar esi turtingas pinigais?; ;;vlkk;;5.393978118896484;5.465427875518799;0.07144975662231445;correct
67.0;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Bičiulis buvo priblokštas to įvykio. ;Bičiulis buvo priblokštas tuo įvykiu. ; ;;vlkk;;4.311313152313232;4.599504470825195;0.2881913185119629;correct
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Mes sukrėsti jo nelaimių.;Mes sukrėsti jo nelaimėmis.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;5.098583221435547;5.184915542602539;0.08633232116699219;correct
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Šalis užimta priešo pajėgų.;Šalis užimta priešo pajėgomis.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.103526592254639;6.0108184814453125;-0.09270811080932617;incorrect
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Vaikas buvo sužavėtas naujo žaislo.;Vaikas buvo sužavėtas nauju žaislu.; ;;ChatGPT;;4.249195575714111;3.8471839427948;-0.4020116329193115;incorrect
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Miestas sukrėstas protestų.;Miestas sukrėstas protestais.; ;;ChatGPT;;4.863671779632568;5.045444488525391;0.18177270889282227;correct
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Piešinys buvo įkvėptas gamtos vaizdų.;Piešinys buvo įkvėptas gamtos vaizdais.; ;;ChatGPT;;4.2341508865356445;4.710319519042969;0.4761686325073242;correct
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Ji buvo priblokšta savo pasiekimų.;Ji buvo priblokšta savo pasiekimais.; ;;ChatGPT;;4.661353588104248;4.6295342445373535;-0.03181934356689453;incorrect
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Komanda buvo įkvėpta trenerio patarimų.;Komanda buvo įkvėpta trenerio patarimais.; ;;ChatGPT;;5.642815589904785;6.221067428588867;0.578251838684082;correct
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Vaikai yra išties sužavėti mokytojų pasakojimų.;Vaikai yra išties sužavėti mokytojų pasakojimais.; ;;ChatGPT;;6.540124416351318;5.586325645446777;-0.953798770904541;incorrect
68.0;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Buvome nuliūdinti tokio jo elgesio.;Buvome nuliūdinti tokiu jo elgesiu.; ;;vlkk;;5.274538040161133;4.841829299926758;-0.432708740234375;incorrect
69.0;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Šio leidinio steigėjas yra mūsų institutas.;Šio leidinio steigėju yra mūsų institutas.; ;;vlkk;;4.521981716156006;5.344951629638672;0.822969913482666;correct
70.0;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Sprendžiant iš akcento, jis galėjo būti prancūzas. ;Sprendžiant iš akcento, jis galėjo būti prancūzu. ; ;;vlkk;;5.075294017791748;5.33905029296875;0.26375627517700195;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Mes esame šios komisijos nariai.;Mes esame šios komisijos nariais.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;4.440182209014893;4.803382873535156;0.36320066452026367;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Finansavimo šaltinis yra paramos fondas.;Finansavimo šaltiniu yra paramos fondas.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;4.184366226196289;4.870830059051514;0.6864638328552246;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Tas mokinys jam buvo geras draugas.;Tas mokinys jam buvo geru draugu.; ;;ChatGPT;;5.480655670166016;6.012939453125;0.5322837829589844;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Šis miestas yra sostinė.;Šis miestas yra sostine.; ;;ChatGPT;;5.153846263885498;5.712791919708252;0.5589456558227539;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Naujasis pastatas yra muziejus.;Naujasis pastatas yra muziejumi.; ;;ChatGPT;;5.67840576171875;5.264849662780762;-0.4135560989379883;incorrect
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Jis yra profesionalus sportininkas.;Jis yra profesionaliu sportininku.; ;;ChatGPT;;4.823263645172119;4.96086311340332;0.13759946823120117;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Biologijos pamokoje visi buvo aktyvūs dalyviai.;Biologijos pamokoje visi buvo aktyviais dalyviais.; ;;ChatGPT;;5.343808650970459;5.078507423400879;-0.2653012275695801;incorrect
71.0;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Kas buvo šios infekcijos priežastis?;Kas buvo šios infekcijos priežastimi?; ;;vlkk;;4.846911907196045;5.461987018585205;0.6150751113891602;correct
72.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Sąraše jis buvo pirmasis, todėl atrodė toks patenkintas. ;Sąraše jis buvo pirmuoju, todėl atrodė tokiu patenkintu. ; ;;vlkk;;5.259357929229736;5.754433631896973;0.49507570266723633;correct
73.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Kas nenori tapti turtingesnis?;Kas nenori tapti turtingesniu?; ;;vlkk;;5.060161113739014;4.780677795410156;-0.2794833183288574;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Pagrindinė derybų tema bus šilumos ūkio investicijos.;Pagrindine derybų tema bus šilumos ūkio investicijos.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;5.495169639587402;5.332097053527832;-0.1630725860595703;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Kiekvienas nori būti laimingas.;Kiekvienas nori būti laimingu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1005;4.350121974945068;4.678808212280273;0.3286862373352051;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Pirmas bus svarstomas klausimas dėl lėšų skyrimo.;Pirmu bus svarstomas klausimas dėl lėšų skyrimo.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1006;4.819515705108643;5.1068291664123535;0.28731346130371094;correct
74.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;2;instead of the genitive;Vien pinigai nepadaro žmogaus laimingo.;Vien pinigai nepadaro žmogaus laimingu.; ;;vlkk;;5.496772766113281;5.1688032150268555;-0.3279695510864258;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;2;instead of the genitive;Visa tai nepalieka mūsų abejingų.;Visa tai nepalieka mūsų abejingais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1006;4.890178203582764;4.240294456481934;-0.6498837471008301;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;2;instead of the genitive;Niekas negali versti kito būti visada atsakingo.;Niekas negali versti kito būti visada atsakingu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1007;7.026543617248535;6.615373611450195;-0.41117000579833984;incorrect
75.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Lengva žmogui būti geram, sunkiau – teisingam. ;Lengva žmogui būti geru, sunkiau – teisingu. ; ;;vlkk;;6.3394904136657715;5.975449085235596;-0.3640413284301758;incorrect
76.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Tai padėtų jam tapti profesionalesniam.;Tai padėtų jam tapti profesionalesniu.; ;;vlkk;;4.498707294464111;4.2434282302856445;-0.2552790641784668;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Gera būti sveikiems.;Gera būti sveikais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1007;5.807685375213623;5.257804870605469;-0.5498805046081543;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Malonu būti pagirtiems.;Malonu būti pagirtais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1008;5.572390079498291;6.796501159667969;1.2241110801696777;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Jiems grėsė pavojus būti sulaikytiems.;Jiems grėsė pavojus būti sulaikytais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1009;3.898188352584839;4.022212028503418;0.1240236759185791;correct
77.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Sunkumai privertė ją būti taupesnę ir išradingesnę.;Sunkumai privertė ją būti taupesne ir išradingesne.; ;;vlkk;;5.4233222007751465;5.108748912811279;-0.3145732879638672;incorrect
78.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Kas jį tokį padarė?;Kas jį tokiu padarė?; ;;vlkk;;5.659948825836182;5.835901737213135;0.17595291137695312;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Šių reikalavimų nesilaikymas daro sutartis negaliojančias.;Šių reikalavimų nesilaikymas daro sutartis negaliojančiomis.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1010;4.329525470733643;4.084902763366699;-0.24462270736694336;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Mes stengiamės renginį padaryti linksmesnį, įdomesnį.;Mes stengiamės renginį padaryti linksmesniu, įdomesniu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1011;4.112790584564209;3.7327375411987305;-0.3800530433654785;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Sprendimą jie paliko nepakeistą.;Sprendimą jie paliko nepakeistu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1012;6.502604961395264;6.564463138580322;0.061858177185058594;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Visus kviečiame būti vieningus.;Visus kviečiame būti vieningais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1013;5.591817378997803;5.290294647216797;-0.30152273178100586;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Baudos verčia vairuotojus būti drausmingus.;Baudos verčia vairuotojus būti drausmingais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1014;4.7658891677856445;4.0296549797058105;-0.736234188079834;incorrect
79.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Jį laikė gražiu, bet lengvabūdišku.;Jį laikė gražų, bet lengvabūdišką.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.; ADDED THE INCORRECT ONE, and it is actually incorrect.;vlkk;;4.765995979309082;5.484591007232666;0.718595027923584;correct
80.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Jis padėtį pavadino pavojinga.;Jis padėtį pavadino pavojingą.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.; ADDED THE INCORRECT ONE, and it is actually incorrect.;vlkk;;6.580708026885986;7.085174083709717;0.5044660568237305;correct
81.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Teismas jį pripažino nekaltu.;Teismas jį pripažino nekaltą.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.; ADDED THE INCORRECT ONE, and it is actually incorrect.;vlkk;;5.93316650390625;5.219667911529541;-0.713498592376709;incorrect
82.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Po dvejų metų jaunuolį paskelbė dingusiu be žinios.;Po dvejų metų jaunuolį paskelbė dingusį be žinios.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context. The incorrect one is more old school.;vlkk;;4.4359130859375;4.929271221160889;0.49335813522338867;correct
83.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Jam netikėtai kilo puiki mintis.;Jame netikėtai kilo puiki mintis.; ;;vlkk;;5.477513790130615;6.329642295837402;0.8521285057067871;correct
84.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Mokytoja nuolat diegia savo mokiniams grožio supratimą ir ugdo jų gėrio pradus.;Mokytoja nuolat diegia savo mokiniuose grožio supratimą ir ugdo juose gėrio pradus.; ;;vlkk;;5.445940017700195;5.959694862365723;0.5137548446655273;correct
85.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Kas jis labiau – humoristas ar žurnalistas?;Ko jame daugiau – humoristo ar žurnalisto?; ;;vlkk;;4.696897029876709;5.0697150230407715;0.3728179931640625;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Dauguma žmonių įžvelgia kito žmogaus klaidas.;Dauguma žmonių įžvelgia klaidas kitame žmoguje.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;4.87004280090332;5.553842544555664;0.6837997436523438;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Jam vis labiau stiprėjo nerimas dėl artėjančio egzamino.;Jame vis labiau stiprėjo nerimas dėl artėjančio egzamino.; ;;ChatGPT;;4.351154327392578;4.780436038970947;0.42928171157836914;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Studentams kilo susidomėjimas nauju kursu.;Studentuose kilo susidomėjimas nauju kursu.; ;;ChatGPT;;5.2731218338012695;5.85562801361084;0.5825061798095703;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Vaikams ėmė rastis baimė dėl tamsos.;Vaikuose ėmė rastis baimė dėl tamsos.; ;;ChatGPT;;5.404720783233643;5.325850486755371;-0.07887029647827148;incorrect
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Direktoriui sukilo abejonės dėl projekto sėkmės.;Direktoriuje sukilo abejonės dėl projekto sėkmės.; ;;ChatGPT;;4.345715522766113;5.4094414710998535;1.0637259483337402;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Tėvams pabudo įtarimas, kad kažkas negerai.;Tėvuose pabudo įtarimas, kad kažkas negerai.; ;;ChatGPT;;5.198345184326172;5.1466498374938965;-0.05169534683227539;incorrect
86.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Dar vaikystėje susiformavo būsimojo sportininko tvirtas charakteris.;Dar vaikystėje būsimajame sportininke susiformavo tvirtas charakteris.; ;;vlkk;;5.85226583480835;5.752792835235596;-0.0994729995727539;incorrect
87.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ji gabi ir mokslui, ir sportui, ir muzikai.;Ji gabi ir moksle, ir sporte, ir muzikoje.; ;;vlkk;;3.829503297805786;3.5702755451202393;-0.2592277526855469;incorrect
88.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Spėjau įsitikinti jų teisingumu ir sąžiningumu.;Spėjau įsitikinti jų teisingume ir sąžiningume.; ;;vlkk;;4.7185540199279785;4.7592902183532715;0.04073619842529297;correct
89.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Asmuo įtariamas sunkiu nusikaltimu.;Asmuo įtariamas sunkiame nusikaltime.; ;;vlkk;;6.209255218505859;5.597292423248291;-0.6119627952575684;incorrect
90.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Menkai nusimanau apie mašinas.;Menkai nusimanau mašinose.; ;;vlkk;;6.0269646644592285;6.878809928894043;0.8518452644348145;correct
91.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Jis neblogai nusimano apie ekonomiką.;Jis neblogai nusimano ekonomikoje.; ;;vlkk;;5.356208801269531;6.3854594230651855;1.0292506217956543;correct
92.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ką jis nutuokia apie tą tapybą?;Ką jis nutuokia toje tapyboje?; ;;vlkk;;4.756598472595215;4.61447286605835;-0.14212560653686523;incorrect
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Daug žinau apie istoriją.;Daug žinau istorijoje.; ;;ChatGPT;;5.83596658706665;8.247774124145508;2.4118075370788574;correct
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Jis labai patyręs finansų srityje.;Jis labai patyręs finansuose.; ;;ChatGPT;;5.2993621826171875;5.130370140075684;-0.1689920425415039;incorrect
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ji nuolat tobulėja viešojo kalbėjimo srityje.;Ji nuolat tobulėja viešajame kalbėjime.; ;;ChatGPT;;5.545799255371094;5.773983001708984;0.22818374633789062;correct
93.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Prisipažino mylįs.;Prisipažino meilėje.; ;;vlkk;;5.466909408569336;4.589168071746826;-0.8777413368225098;incorrect
94.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;1;apimtyje;Atlikome plačios apimties tyrimus.;Atlikome tyrimus plačioje apimtyje.; ;;vlkk;;5.33397912979126;4.998901844024658;-0.33507728576660156;incorrect
95.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;2;atstume;Kelių metrų atstumu pamačiau gyvatę.;Kelių metrų atstume pamačiau gyvatę.; ;;vlkk;;6.238851547241211;6.889806270599365;0.6509547233581543;correct
96.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;3;aukštumoje;Vakar tu pasirodei gerai.;Vakar tu pasirodei aukštumoje.; ;;vlkk;;5.476784706115723;5.213363170623779;-0.26342153549194336;incorrect
97.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;4;būklėje;Pastatai palikti apgailėtinos būklės.;Pastatai palikti apgailėtinoje būklėje.; ;;vlkk;;5.435754776000977;4.882571220397949;-0.5531835556030273;incorrect
98.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;4;būklėje;Namas yra avarinės būklės.;Namas yra avarinėje būklėje.; ;;vlkk;;4.015194892883301;4.088328838348389;0.07313394546508789;correct
99.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;5;dvitomyje;Raštai išleisti dvitomiu.;Raštai išleisti dvitomyje.; ;;vlkk;;5.221988201141357;5.498170852661133;0.2761826515197754;correct
100.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;6;egzemplioriuje;Tekstas perrašytas trimis egzemplioriais.;Tekstas perrašytas trijuose egzemplioriuose.; ;;vlkk;;3.642063856124878;4.054701805114746;0.41263794898986816;correct
101.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;6;egzemplioriuje;Išspausdink penkis egzempliorius.;Išspausdink penkiuose egzemplioriuose.; ;;vlkk;;4.476313591003418;4.555798053741455;0.07948446273803711;correct
102.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;7;etate;Dirba dviem etatais.;Dirba dviejuose etatuose.; ;;vlkk;;4.947064399719238;5.062159538269043;0.11509513854980469;correct
103.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Sportininkas šiandien blogos formos.;Sportininkas šiandien ne formoje.; ;;vlkk;;6.688464641571045;6.974447727203369;0.2859830856323242;correct
104.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Serga tymais lengva forma.;Serga tymais lengvoje formoje.; ;;vlkk;;5.51580810546875;5.495615005493164;-0.020193099975585938;incorrect
105.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Kokia forma atsiskaitysime?;Kokioje formoje atsiskaitysime?; ;;vlkk;;6.386183261871338;5.587850093841553;-0.7983331680297852;incorrect
106.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Nusipirkau forminio kumpio.;Nusipirkau kumpio formoje.; ;;vlkk;;6.41266393661499;7.26849365234375;0.8558297157287598;correct
107.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;9;galioje;Šis įstatymas tebegalioja.;Šis įstatymas tebėra galioje.; ;;vlkk;;4.177257061004639;5.98482084274292;1.8075637817382812;correct
