sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;utter-project_EuroLLM-1.7B-Instruct_correct_nll;utter-project_EuroLLM-1.7B-Instruct_incorrect_nll;utter-project_EuroLLM-1.7B-Instruct_certainty;utter-project_EuroLLM-1.7B-Instruct_decision
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Tėvams pabudo įtarimas, kad kažkas negerai.;Tėvuose pabudo įtarimas, kad kažkas negerai.; ;;ChatGPT;;3.3360588550567627;3.4864704608917236;0.15041160583496094;correct
86.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Dar vaikystėje susiformavo būsimojo sportininko tvirtas charakteris.;Dar vaikystėje būsimajame sportininke susiformavo tvirtas charakteris.; ;;vlkk;;5.249805927276611;4.910890102386475;-0.3389158248901367;incorrect
87.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ji gabi ir mokslui, ir sportui, ir muzikai.;Ji gabi ir moksle, ir sporte, ir muzikoje.; ;;vlkk;;5.240327835083008;5.267336845397949;0.027009010314941406;correct
88.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Spėjau įsitikinti jų teisingumu ir sąžiningumu.;Spėjau įsitikinti jų teisingume ir sąžiningume.; ;;vlkk;;4.731638431549072;5.5809736251831055;0.8493351936340332;correct
89.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Asmuo įtariamas sunkiu nusikaltimu.;Asmuo įtariamas sunkiame nusikaltime.; ;;vlkk;;3.5787129402160645;4.036953449249268;0.4582405090332031;correct
90.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Menkai nusimanau apie mašinas.;Menkai nusimanau mašinose.; ;;vlkk;;6.663121700286865;6.874395370483398;0.2112736701965332;correct
91.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Jis neblogai nusimano apie ekonomiką.;Jis neblogai nusimano ekonomikoje.; ;;vlkk;;3.653313398361206;4.1656270027160645;0.5123136043548584;correct
92.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ką jis nutuokia apie tą tapybą?;Ką jis nutuokia toje tapyboje?; ;;vlkk;;4.8430047035217285;5.043986797332764;0.20098209381103516;correct
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Daug žinau apie istoriją.;Daug žinau istorijoje.; ;;ChatGPT;;5.469021320343018;6.709082126617432;1.240060806274414;correct
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Jis labai patyręs finansų srityje.;Jis labai patyręs finansuose.; ;;ChatGPT;;4.322452068328857;5.140297889709473;0.8178458213806152;correct
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ji nuolat tobulėja viešojo kalbėjimo srityje.;Ji nuolat tobulėja viešajame kalbėjime.; ;;ChatGPT;;5.343313694000244;4.961493968963623;-0.3818197250366211;incorrect
93.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Prisipažino mylįs.;Prisipažino meilėje.; ;;vlkk;;7.073881149291992;7.359290599822998;0.28540945053100586;correct
94.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;1;apimtyje;Atlikome plačios apimties tyrimus.;Atlikome tyrimus plačioje apimtyje.; ;;vlkk;;4.621183395385742;5.197575092315674;0.5763916969299316;correct
95.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;2;atstume;Kelių metrų atstumu pamačiau gyvatę.;Kelių metrų atstume pamačiau gyvatę.; ;;vlkk;;3.9016833305358887;4.383918285369873;0.4822349548339844;correct
96.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;3;aukštumoje;Vakar tu pasirodei gerai.;Vakar tu pasirodei aukštumoje.; ;;vlkk;;6.59667444229126;5.803121089935303;-0.793553352355957;incorrect
97.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;4;būklėje;Pastatai palikti apgailėtinos būklės.;Pastatai palikti apgailėtinoje būklėje.; ;;vlkk;;4.135082721710205;3.888986587524414;-0.24609613418579102;incorrect
98.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;4;būklėje;Namas yra avarinės būklės.;Namas yra avarinėje būklėje.; ;;vlkk;;6.841729640960693;6.967089653015137;0.12536001205444336;correct
99.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;5;dvitomyje;Raštai išleisti dvitomiu.;Raštai išleisti dvitomyje.; ;;vlkk;;6.083639144897461;5.076840877532959;-1.006798267364502;incorrect
100.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;6;egzemplioriuje;Tekstas perrašytas trimis egzemplioriais.;Tekstas perrašytas trijuose egzemplioriuose.; ;;vlkk;;4.984748840332031;4.539286136627197;-0.445462703704834;incorrect
101.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;6;egzemplioriuje;Išspausdink penkis egzempliorius.;Išspausdink penkiuose egzemplioriuose.; ;;vlkk;;3.999051332473755;3.5493738651275635;-0.4496774673461914;incorrect
102.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;7;etate;Dirba dviem etatais.;Dirba dviejuose etatuose.; ;;vlkk;;8.597989082336426;6.6755852699279785;-1.9224038124084473;incorrect
103.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Sportininkas šiandien blogos formos.;Sportininkas šiandien ne formoje.; ;;vlkk;;7.073826313018799;7.147353172302246;0.07352685928344727;correct
104.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Serga tymais lengva forma.;Serga tymais lengvoje formoje.; ;;vlkk;;9.391093254089355;8.457841873168945;-0.9332513809204102;incorrect
105.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Kokia forma atsiskaitysime?;Kokioje formoje atsiskaitysime?; ;;vlkk;;7.725885391235352;4.484266757965088;-3.2416186332702637;incorrect
106.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Nusipirkau forminio kumpio.;Nusipirkau kumpio formoje.; ;;vlkk;;7.261106967926025;6.5334153175354;-0.727691650390625;incorrect
107.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;9;galioje;Šis įstatymas tebegalioja.;Šis įstatymas tebėra galioje.; ;;vlkk;;4.668458938598633;5.322732925415039;0.6542739868164062;correct
108.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;10;kalboje;Skaitė paskaitą lietuvių kalba.;Skaitė paskaitą lietuvių kalboje.; ;;vlkk;;4.112646102905273;3.9517102241516113;-0.1609358787536621;incorrect
109.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;10;kalboje;Knyga išėjo anglų ir švedų kalbomis.;Knyga išėjo anglų ir švedų kalbose.; ;;vlkk;;3.3687503337860107;3.9150302410125732;0.5462799072265625;correct
110.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;11;kame;Koks čia reikalas?;Kame čia reikalas?; ;;vlkk;;5.128748416900635;8.427535057067871;3.2987866401672363;correct
111.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;12;kryptyje;Apgynė edukologijos krypties disertaciją.;Apgynė disertaciją edukologijos kryptyje.; ;;vlkk;;5.4225850105285645;5.7255706787109375;0.30298566818237305;correct
112.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;13;lygyje;Konkursas buvo aukšto lygio.;Konkursas vyko aukštame lygyje.; ;;vlkk;;4.898334503173828;5.42354679107666;0.525212287902832;correct
113.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;14;medžiagoje;Tas paminklas, nukaltas iš granito, yra nesugriaunamas ir nesunaikinamas.;Tas paminklas, nukaltas granite, yra nesugriaunamas ir nesunaikinamas.; ;Created a full sentence by looking at the corpus.;vlkk;;3.1278421878814697;3.4282686710357666;0.3004264831542969;correct
114.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;14;medžiagoje;Jis pasišovė nulieti skulptūrą iš bronzos.;Jis pasišovė nulieti skulptūrą bronzoje.; ;Created a full sentence by looking at the corpus.;vlkk;;3.946213960647583;4.865388870239258;0.9191749095916748;correct
115.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Prietaisas jau veikia normaliai.;Prietaisas jau normoje.; ;;vlkk;;6.8087286949157715;6.691471576690674;-0.11725711822509766;incorrect
116.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Jo kraujospūdis normalus.;Jo kraujospūdis normoje.; ;Added 'Jo' to make a full sentence.;vlkk;;4.758902072906494;4.826696872711182;0.0677947998046875;correct
117.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Darbe viskas normalu.;Darbe viskas normoje.; ;Added 'Darbe' to make a full sentence.;vlkk;;7.306971073150635;6.899906635284424;-0.40706443786621094;incorrect
118.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;16;nuosavybėje;Inventorius yra mokyklos nuosavybė.;Inventorius yra mokyklos nuosavybėje.; ;;vlkk;;6.058772087097168;6.7863359451293945;0.7275638580322266;correct
119.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;17;nuotaikoje;Vakar buvau be nuotaikos.;Vakar buvau ne nuotaikoje.; ;;vlkk;;5.361100196838379;6.132316589355469;0.7712163925170898;correct
120.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;18;nuotolyje;Jų namai stovi už kelių kilometrų nuo ežero.;Jų namai stovi kelių kilometrų nuotolyje nuo ežero.; ;;vlkk;;3.752000570297241;3.679849863052368;-0.07215070724487305;incorrect
121.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;19;originale;Pagaliau pamatėme to paveikslo originalą.;Pagaliau pamatėme tą paveikslą originale.; ;;vlkk;;3.8939192295074463;4.857439994812012;0.9635207653045654;correct
122.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;19;originale;Romaną buvau skaitęs originalo kalba.;Romaną buvau skaitęs originale.; ;;vlkk;;5.94022798538208;7.628491401672363;1.6882634162902832;correct
123.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;20;pardavime;Šiandien parduodama trijų rūšių mėsa.;Šiandien pardavime yra trijų rūšių mėsos.; ;;vlkk;;3.428474187850952;4.0146708488464355;0.5861966609954834;correct
124.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;21;pavidale;Prekės gautos fasuotos.;Prekės gautos fasuotame pavidale.; ;;vlkk;;5.321814060211182;4.471663475036621;-0.8501505851745605;incorrect
125.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;21;pavidale;Po reakcijos gavome medžiagą kristalų pavidalo.;Po reakcijos gavome medžiagą kristalų pavidale.; ;;vlkk;;5.023460388183594;5.1337504386901855;0.1102900505065918;correct
126.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;22;rankraštyje;Kiek metų tas romanas buvo rankraštis?;Kiek metų tas romanas buvo rankraštyje?; ;;vlkk;;5.721518039703369;5.761692523956299;0.04017448425292969;correct
127.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;22;rankraštyje;Skaičiau šio veikalo rankraštį.;Skaičiau šį veikalą rankraštyje.; ;;vlkk;;4.459582805633545;5.122035503387451;0.6624526977539062;correct
128.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;23;ryšyje su;Augalai yra glaudžiai susiję su dirvožemiu.;Augalai yra glaudžiame ryšyje su dirvožemiu.; ;;vlkk;;2.7490789890289307;3.266422748565674;0.5173437595367432;correct
129.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;24;ritme;Šokite valso ritmu.;Šokite valso ritme.; ;;vlkk;;6.456957817077637;7.033599376678467;0.5766415596008301;correct
130.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;25;sąlytyje su;Jis visą laiką buvo glaudžiai susijęs su gamtos mokslais.;Jis visą laiką buvo glaudžiame sąlytyje su gamtos mokslais.; ;;vlkk;;2.6739566326141357;3.528170108795166;0.8542134761810303;correct
131.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;26;stadijoje;Turime sunkumų ir tebelaukiame.;Turime sunkumų ir esame laukimo stadijoje.; ;;vlkk;;4.94142484664917;5.318320274353027;0.3768954277038574;correct
132.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;26;stadijoje;Viskas tebėra projektai.;Viskas tebėra projektų stadijoje.; ;;vlkk;;5.954340934753418;4.977160453796387;-0.9771804809570312;incorrect
133.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;27;statuse;Ministerijoje dirbs tie patys žmonės, tik turės naują statusą.;Ministerijoje dirbs tie patys žmonės, tik naujame statuse.; ;;vlkk;;4.113511085510254;4.9330244064331055;0.8195133209228516;correct
134.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;28;stiliuje;Jis mėgsta rengtis sportiniu stiliumi.;Jis mėgsta rengtis sportiniame stiliuje.; ;;vlkk;;4.2750091552734375;4.661822319030762;0.3868131637573242;correct
135.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;28;stiliuje;Eilėraštis parašytas iškilmingu stiliumi.;Eilėraštis parašytas iškilmingame stiliuje.; ;;vlkk;;3.283895254135132;3.408825397491455;0.12493014335632324;correct
136.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;29;stovyje;Pirksiu geros būklės pianiną.;Pirksiu pianiną gerame stovyje.; ;;vlkk;;6.010609149932861;8.218249320983887;2.2076401710510254;correct
137.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;29;stovyje;Jau keli mėnesiai šalyje yra karo būvis.;Jau keli mėnesiai šalis yra karo stovyje.; ;;vlkk;;5.326406955718994;5.07578706741333;-0.25061988830566406;incorrect
138.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;29;stovyje;Jį rado girtą.;Jį rado girtame stovyje.; ;;vlkk;;6.009079933166504;6.462034225463867;0.4529542922973633;correct
139.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;30;sudėtyje;Komanda susirinko visos sudėties.;Komanda susirinko visoje sudėtyje.; ;Changed 'pilnoje' to 'visoje' to make the sentences more similar to each other.;vlkk;;6.275878429412842;5.707180500030518;-0.5686979293823242;incorrect
140.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;31;sumoje;Patvirtino 1000 litų sumos sąmatą.;Patvirtino sąmatą 1000 litų sumoje.; ;;vlkk;;4.448974132537842;4.351849555969238;-0.09712457656860352;incorrect
141.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;31;sumoje;Iš viso turime 3000 litų pelno.;Bendroje sumoje turime 3000 litų pelno.; ;;vlkk;;3.692701816558838;4.727656364440918;1.03495454788208;correct
142.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;32;tame;Gamykla nedirba, o dalykas tas, kad negauname žaliavų.;Gamykla nedirba, o dalykas tame, kad negauname žaliavų.; ;;vlkk;;9.163825988769531;8.398321151733398;-0.7655048370361328;incorrect
143.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;32;tame;Reikalas tas, kad baigėsi benzinas.;Reikalas tame, kad baigėsi benzinas.; ;;vlkk;;5.980166435241699;5.782308101654053;-0.19785833358764648;incorrect
144.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;33;tame skaičiuje;Statybai skirta 9000 tūkst. litų, iš jų 500 tūkst. litų montavimo ir apdailos darbams.;Statybai skirta 9000 tūkst. litų, tame skaičiuje 500 tūkst. litų montavimo ir apdailos darbams.; ;;vlkk;;2.5073869228363037;2.4630095958709717;-0.04437732696533203;incorrect
145.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;34;tame tarpe;Ekspedicijoje dalyvavo 15 žmonių, tarp jų ir vienas gydytojas.;Ekspedicijoje dalyvavo 15 žmonių, tame tarpe ir vienas gydytojas.; ;;vlkk;;3.0972840785980225;3.222930431365967;0.12564635276794434;correct
146.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;34;tame tarpe;Tokių konkursų, tarp jų senamiesčiui restauruoti, reikėtų skelbti daugiau.;Tokių konkursų, tame tarpe senamiesčiui restauruoti, reikėtų skelbti daugiau.; ;;vlkk;;3.8336071968078613;3.7213294506073;-0.11227774620056152;incorrect
147.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;35;tempe;Pamėginkime pagriežti šį kūrinį greitesniu tempu.;Pamėginkime pagriežti šį kūrinį greitesniame tempe.; ;;vlkk;;4.061258792877197;4.028153896331787;-0.033104896545410156;incorrect
148.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;36;variante;Apsvarstykime tolesnius veiksmus įvairiais variantais.;Apsvarstykime tolesnius veiksmus įvairiuose variantuose.; ;;vlkk;;4.063410758972168;4.091442584991455;0.02803182601928711;correct
149.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;1;išdavoje;Nuo pervargimo organizmas nusilpsta.;Pervargimo išdavoje organizmas nusilpsta.; ;;vlkk;;3.1888091564178467;4.380758762359619;1.1919496059417725;correct
150.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;2;įtakoje;Dėl sausros gausime menkesnį derlių.;Sausros įtakoje gausime menkesnį derlių.; ;;vlkk;;4.684444904327393;5.69951868057251;1.0150737762451172;correct
151.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;3;pasekmėje;Dėl karo krašto ūkis buvo nuniokotas.;Karo pasekmėje krašto ūkis buvo nuniokotas.; ;;vlkk;;4.06915807723999;4.825530052185059;0.7563719749450684;correct
152.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;4;poveikyje;Nuo vaistų ligoniui palengvėjo.;Vaistų poveikyje ligoniui palengvėjo.; ;;vlkk;;4.5192718505859375;5.045751094818115;0.5264792442321777;correct
153.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;4;poveikyje;Dėl įtempto darbo pablogėjo sveikata.;Įtempto darbo poveikyje pablogėjo sveikata.; ;;vlkk;;3.4966936111450195;4.534993648529053;1.0383000373840332;correct
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;5;rezultate;Dėl to Severja ištekėjo už tijūno Rapolo. ;To rezultate Severja ištekėjo už tijūno Rapolo. ; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;5.311520576477051;6.346888542175293;1.0353679656982422;correct
154.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;5;rezultate;Dėl tokio apsileidimo kilo gaisras.;Tokio apsileidimo rezultate kilo gaisras.; ;;vlkk;;3.9862265586853027;7.354681491851807;3.368454933166504;correct
155.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;6;sąryšyje (su);Ligonį skubiai operavo dėl pasunkėjusios būklės.;Ligonį skubiai operavo sąryšyje su pasunkėjusia būkle. ; ;;vlkk;;3.642428159713745;4.270226001739502;0.6277978420257568;correct
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;3;pasekmėje;Dėl liūties buvo užlieti rūsiai.;Liūties pasekmėje buvo užlieti rūsiai.; ;;ChatGPT;;4.176290512084961;4.860290050506592;0.6839995384216309;correct
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;1;išdavoje;Nuo stipraus vėjo nuvirto medžiai.;Stipraus vėjo išdavoje nuvirto medžiai.; ;;ChatGPT;;4.312561511993408;6.224740028381348;1.9121785163879395;correct
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;6;sąryšyje (su);Dėl sunkios ekonominės situacijos finansavimas sumažėjo.;Ryšyje su sunkia ekonomine situacija finansavimas sumažėjo.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;3.3315091133117676;4.9202704429626465;1.588761329650879;correct
156.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;6;sąryšyje (su);Jis atleistas iš pareigų ryšium su perėjimu į kitą darbą.;Jis atleistas iš pareigų sąryšyje su perėjimu į kitą darbą.; ;;vlkk;;3.194643974304199;3.320017099380493;0.12537312507629395;correct
157.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;1;daugelyje atvejų;Operacijos daugeliu atvejų pavykdavo.;Operacijos daugelyje atvejų pavykdavo.; ;;vlkk;;4.235862731933594;4.734283447265625;0.49842071533203125;correct
158.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;2;daugumoje;Daugiausia gripu sergama pavasarį ir rudenį.;Daugumoje gripu sergama pavasarį ir rudenį.; ;;vlkk;;2.8512027263641357;3.0688083171844482;0.2176055908203125;correct
159.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;2;daugumoje;Bendrovėje dirba daugiausia moterys.;Bendrovėje dirba daugumoje moterys.; ;;vlkk;;4.994452476501465;5.322676181793213;0.32822370529174805;correct
160.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;3;didžiumoje;Šiandien tas autorius beveik visai užmirštas.;Šiandien tas autorius didžiumoje užmirštas.; ;;vlkk;;4.839116096496582;5.451765537261963;0.6126494407653809;correct
161.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;4;eilėje atvejų;Dėl avarijų dažnai būna kalti pėstieji.;Dėl avarijų eilėje atvejų būna kalti pėstieji.; ;;vlkk;;4.297547340393066;4.738341331481934;0.4407939910888672;correct
162.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;5;esmėje;Niekas iš esmės nepasikeitė.;Niekas esmėje nepasikeitė.; ;;vlkk;;3.196284770965576;4.221590995788574;1.025306224822998;correct
153.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;6;pagrinde;Statybos darbai apskritai baigti.;Statybos darbai pagrinde baigti.; ;;vlkk;;4.838387489318848;5.041887283325195;0.20349979400634766;correct
164.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;6;pagrinde;Susirinko daugiausia pagyvenę žmonės.;Susirinko pagrinde pagyvenę žmonės.; ;;vlkk;;5.1473894119262695;5.223633289337158;0.07624387741088867;correct
165.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;7;paskutinėje eilėje;Šį klausimą aptarsime paskutinį.;Šį klausimą aptarsime paskutinėje eilėje.; ;;vlkk;;4.235708713531494;3.7049617767333984;-0.5307469367980957;incorrect
166.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;8;pilnumoje;Remontą baigėme visai.;Remontą baigėme pilnumoje.; ;;vlkk;;7.596554279327393;6.071450710296631;-1.5251035690307617;incorrect
167.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;9;pirmoje eilėje;Pirmiausia sudarykime darbo planą.;Pirmoje eilėje sudarykime darbo planą.; ;;vlkk;;4.023406028747559;4.373202323913574;0.3497962951660156;correct
168.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;10;principe;Iš principo su tavim sutinku.;Principe su tavim sutinku.; ;;vlkk;;4.4909563064575195;8.627046585083008;4.136090278625488;correct
169.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;11;visumoje;Paroda apskritai pavyko.;Paroda visumoje pavyko.; ;;vlkk;;6.8383636474609375;7.645262718200684;0.8068990707397461;correct
