sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;neurotechnology_Lt-Llama-2-13b-hf_correct_nll;neurotechnology_Lt-Llama-2-13b-hf_incorrect_nll;neurotechnology_Lt-Llama-2-13b-hf_certainty;neurotechnology_Lt-Llama-2-13b-hf_decision
101.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;6;egzemplioriuje;Išspausdink penkis egzempliorius.;Išspausdink penkiuose egzemplioriuose.; ;;vlkk;;2.432948350906372;2.5902326107025146;0.15728425979614258;correct
102.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;7;etate;Dirba dviem etatais.;Dirba dviejuose etatuose.; ;;vlkk;;3.016623020172119;2.924262523651123;-0.0923604965209961;incorrect
103.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Sportininkas šiandien blogos formos.;Sportininkas šiandien ne formoje.; ;;vlkk;;2.9904706478118896;3.236335515975952;0.2458648681640625;correct
104.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Serga tymais lengva forma.;Serga tymais lengvoje formoje.; ;;vlkk;;4.921695709228516;3.492698907852173;-1.4289968013763428;incorrect
105.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Kokia forma atsiskaitysime?;Kokioje formoje atsiskaitysime?; ;;vlkk;;3.422316789627075;2.8902547359466553;-0.5320620536804199;incorrect
106.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Nusipirkau forminio kumpio.;Nusipirkau kumpio formoje.; ;;vlkk;;2.9196479320526123;3.572746515274048;0.6530985832214355;correct
107.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;9;galioje;Šis įstatymas tebegalioja.;Šis įstatymas tebėra galioje.; ;;vlkk;;2.0314385890960693;2.5223910808563232;0.4909524917602539;correct
108.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;10;kalboje;Skaitė paskaitą lietuvių kalba.;Skaitė paskaitą lietuvių kalboje.; ;;vlkk;;2.294240713119507;2.5113296508789062;0.21708893775939941;correct
109.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;10;kalboje;Knyga išėjo anglų ir švedų kalbomis.;Knyga išėjo anglų ir švedų kalbose.; ;;vlkk;;1.8236380815505981;2.536473512649536;0.712835431098938;correct
110.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;11;kame;Koks čia reikalas?;Kame čia reikalas?; ;;vlkk;;2.8054590225219727;2.6726317405700684;-0.1328272819519043;incorrect
111.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;12;kryptyje;Apgynė edukologijos krypties disertaciją.;Apgynė disertaciją edukologijos kryptyje.; ;;vlkk;;2.1811342239379883;2.182858943939209;0.0017247200012207031;correct
112.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;13;lygyje;Konkursas buvo aukšto lygio.;Konkursas vyko aukštame lygyje.; ;;vlkk;;2.3112127780914307;2.701993942260742;0.3907811641693115;correct
113.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;14;medžiagoje;Tas paminklas, nukaltas iš granito, yra nesugriaunamas ir nesunaikinamas.;Tas paminklas, nukaltas granite, yra nesugriaunamas ir nesunaikinamas.; ;Created a full sentence by looking at the corpus.;vlkk;;1.9660649299621582;2.255523443222046;0.2894585132598877;correct
114.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;14;medžiagoje;Jis pasišovė nulieti skulptūrą iš bronzos.;Jis pasišovė nulieti skulptūrą bronzoje.; ;Created a full sentence by looking at the corpus.;vlkk;;2.307220697402954;2.945155382156372;0.637934684753418;correct
115.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Prietaisas jau veikia normaliai.;Prietaisas jau normoje.; ;;vlkk;;2.7290637493133545;3.7302627563476562;1.0011990070343018;correct
116.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Jo kraujospūdis normalus.;Jo kraujospūdis normoje.; ;Added 'Jo' to make a full sentence.;vlkk;;3.0054125785827637;3.5312676429748535;0.5258550643920898;correct
117.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Darbe viskas normalu.;Darbe viskas normoje.; ;Added 'Darbe' to make a full sentence.;vlkk;;4.006271839141846;3.5607173442840576;-0.4455544948577881;incorrect
118.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;16;nuosavybėje;Inventorius yra mokyklos nuosavybė.;Inventorius yra mokyklos nuosavybėje.; ;;vlkk;;2.0782055854797363;2.2549149990081787;0.17670941352844238;correct
119.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;17;nuotaikoje;Vakar buvau be nuotaikos.;Vakar buvau ne nuotaikoje.; ;;vlkk;;2.3196189403533936;2.4840829372406006;0.16446399688720703;correct
120.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;18;nuotolyje;Jų namai stovi už kelių kilometrų nuo ežero.;Jų namai stovi kelių kilometrų nuotolyje nuo ežero.; ;;vlkk;;2.041381359100342;2.3566973209381104;0.31531596183776855;correct
121.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;19;originale;Pagaliau pamatėme to paveikslo originalą.;Pagaliau pamatėme tą paveikslą originale.; ;;vlkk;;2.379394292831421;2.7824203968048096;0.40302610397338867;correct
122.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;19;originale;Romaną buvau skaitęs originalo kalba.;Romaną buvau skaitęs originale.; ;;vlkk;;2.2883145809173584;3.264084577560425;0.9757699966430664;correct
123.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;20;pardavime;Šiandien parduodama trijų rūšių mėsa.;Šiandien pardavime yra trijų rūšių mėsos.; ;;vlkk;;1.9560401439666748;1.8479957580566406;-0.10804438591003418;incorrect
124.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;21;pavidale;Prekės gautos fasuotos.;Prekės gautos fasuotame pavidale.; ;;vlkk;;3.024444580078125;3.0963423252105713;0.07189774513244629;correct
125.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;21;pavidale;Po reakcijos gavome medžiagą kristalų pavidalo.;Po reakcijos gavome medžiagą kristalų pavidale.; ;;vlkk;;3.3433384895324707;3.32232666015625;-0.021011829376220703;incorrect
126.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;22;rankraštyje;Kiek metų tas romanas buvo rankraštis?;Kiek metų tas romanas buvo rankraštyje?; ;;vlkk;;3.169753074645996;2.8879151344299316;-0.28183794021606445;incorrect
127.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;22;rankraštyje;Skaičiau šio veikalo rankraštį.;Skaičiau šį veikalą rankraštyje.; ;;vlkk;;2.2727484703063965;2.5879125595092773;0.31516408920288086;correct
128.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;23;ryšyje su;Augalai yra glaudžiai susiję su dirvožemiu.;Augalai yra glaudžiame ryšyje su dirvožemiu.; ;;vlkk;;1.5584636926651;1.7967594861984253;0.2382957935333252;correct
129.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;24;ritme;Šokite valso ritmu.;Šokite valso ritme.; ;;vlkk;;3.6009671688079834;4.4454851150512695;0.8445179462432861;correct
130.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;25;sąlytyje su;Jis visą laiką buvo glaudžiai susijęs su gamtos mokslais.;Jis visą laiką buvo glaudžiame sąlytyje su gamtos mokslais.; ;;vlkk;;1.6073737144470215;2.0040388107299805;0.396665096282959;correct
131.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;26;stadijoje;Turime sunkumų ir tebelaukiame.;Turime sunkumų ir esame laukimo stadijoje.; ;;vlkk;;3.3113033771514893;2.714834451675415;-0.5964689254760742;incorrect
132.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;26;stadijoje;Viskas tebėra projektai.;Viskas tebėra projektų stadijoje.; ;;vlkk;;2.76820969581604;2.7478737831115723;-0.020335912704467773;incorrect
133.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;27;statuse;Ministerijoje dirbs tie patys žmonės, tik turės naują statusą.;Ministerijoje dirbs tie patys žmonės, tik naujame statuse.; ;;vlkk;;1.9524463415145874;2.7316272258758545;0.7791808843612671;correct
134.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;28;stiliuje;Jis mėgsta rengtis sportiniu stiliumi.;Jis mėgsta rengtis sportiniame stiliuje.; ;;vlkk;;1.9516628980636597;2.3586063385009766;0.4069434404373169;correct
135.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;28;stiliuje;Eilėraštis parašytas iškilmingu stiliumi.;Eilėraštis parašytas iškilmingame stiliuje.; ;;vlkk;;1.6615711450576782;2.049497604370117;0.38792645931243896;correct
136.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;29;stovyje;Pirksiu geros būklės pianiną.;Pirksiu pianiną gerame stovyje.; ;;vlkk;;2.2075283527374268;2.824632167816162;0.6171038150787354;correct
137.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;29;stovyje;Jau keli mėnesiai šalyje yra karo būvis.;Jau keli mėnesiai šalis yra karo stovyje.; ;;vlkk;;2.5392861366271973;2.243882894515991;-0.29540324211120605;incorrect
138.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;29;stovyje;Jį rado girtą.;Jį rado girtame stovyje.; ;;vlkk;;3.9225289821624756;3.639549493789673;-0.28297948837280273;incorrect
139.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;30;sudėtyje;Komanda susirinko visos sudėties.;Komanda susirinko visoje sudėtyje.; ;Changed 'pilnoje' to 'visoje' to make the sentences more similar to each other.;vlkk;;2.8014421463012695;3.1320266723632812;0.3305845260620117;correct
140.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;31;sumoje;Patvirtino 1000 litų sumos sąmatą.;Patvirtino sąmatą 1000 litų sumoje.; ;;vlkk;;3.063905954360962;3.1741740703582764;0.11026811599731445;correct
141.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;31;sumoje;Iš viso turime 3000 litų pelno.;Bendroje sumoje turime 3000 litų pelno.; ;;vlkk;;3.0201315879821777;2.558671236038208;-0.4614603519439697;incorrect
142.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;32;tame;Gamykla nedirba, o dalykas tas, kad negauname žaliavų.;Gamykla nedirba, o dalykas tame, kad negauname žaliavų.; ;;vlkk;;2.343292474746704;2.416421890258789;0.07312941551208496;correct
143.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;32;tame;Reikalas tas, kad baigėsi benzinas.;Reikalas tame, kad baigėsi benzinas.; ;;vlkk;;2.262878656387329;2.3243143558502197;0.061435699462890625;correct
144.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;33;tame skaičiuje;Statybai skirta 9000 tūkst. litų, iš jų 500 tūkst. litų montavimo ir apdailos darbams.;Statybai skirta 9000 tūkst. litų, tame skaičiuje 500 tūkst. litų montavimo ir apdailos darbams.; ;;vlkk;;1.5132437944412231;1.5248138904571533;0.011570096015930176;correct
145.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;34;tame tarpe;Ekspedicijoje dalyvavo 15 žmonių, tarp jų ir vienas gydytojas.;Ekspedicijoje dalyvavo 15 žmonių, tame tarpe ir vienas gydytojas.; ;;vlkk;;1.427955150604248;1.5356354713439941;0.1076803207397461;correct
146.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;34;tame tarpe;Tokių konkursų, tarp jų senamiesčiui restauruoti, reikėtų skelbti daugiau.;Tokių konkursų, tame tarpe senamiesčiui restauruoti, reikėtų skelbti daugiau.; ;;vlkk;;2.07757830619812;2.2114903926849365;0.1339120864868164;correct
147.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;35;tempe;Pamėginkime pagriežti šį kūrinį greitesniu tempu.;Pamėginkime pagriežti šį kūrinį greitesniame tempe.; ;;vlkk;;2.610670566558838;2.7513630390167236;0.14069247245788574;correct
148.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;36;variante;Apsvarstykime tolesnius veiksmus įvairiais variantais.;Apsvarstykime tolesnius veiksmus įvairiuose variantuose.; ;;vlkk;;2.055601119995117;1.9346473217010498;-0.12095379829406738;incorrect
149.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;1;išdavoje;Nuo pervargimo organizmas nusilpsta.;Pervargimo išdavoje organizmas nusilpsta.; ;;vlkk;;2.415980577468872;2.6626954078674316;0.24671483039855957;correct
150.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;2;įtakoje;Dėl sausros gausime menkesnį derlių.;Sausros įtakoje gausime menkesnį derlių.; ;;vlkk;;2.1931838989257812;2.5178775787353516;0.3246936798095703;correct
151.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;3;pasekmėje;Dėl karo krašto ūkis buvo nuniokotas.;Karo pasekmėje krašto ūkis buvo nuniokotas.; ;;vlkk;;2.27428936958313;2.179337501525879;-0.09495186805725098;incorrect
152.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;4;poveikyje;Nuo vaistų ligoniui palengvėjo.;Vaistų poveikyje ligoniui palengvėjo.; ;;vlkk;;2.830526828765869;2.8870978355407715;0.056571006774902344;correct
153.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;4;poveikyje;Dėl įtempto darbo pablogėjo sveikata.;Įtempto darbo poveikyje pablogėjo sveikata.; ;;vlkk;;1.997284173965454;2.3745124340057373;0.3772282600402832;correct
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;5;rezultate;Dėl to Severja ištekėjo už tijūno Rapolo. ;To rezultate Severja ištekėjo už tijūno Rapolo. ; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;3.70243501663208;4.096854209899902;0.39441919326782227;correct
154.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;5;rezultate;Dėl tokio apsileidimo kilo gaisras.;Tokio apsileidimo rezultate kilo gaisras.; ;;vlkk;;2.283997058868408;3.051191806793213;0.7671947479248047;correct
155.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;6;sąryšyje (su);Ligonį skubiai operavo dėl pasunkėjusios būklės.;Ligonį skubiai operavo sąryšyje su pasunkėjusia būkle. ; ;;vlkk;;2.2177929878234863;3.1619439125061035;0.9441509246826172;correct
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;3;pasekmėje;Dėl liūties buvo užlieti rūsiai.;Liūties pasekmėje buvo užlieti rūsiai.; ;;ChatGPT;;1.8552722930908203;2.411349058151245;0.5560767650604248;correct
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;1;išdavoje;Nuo stipraus vėjo nuvirto medžiai.;Stipraus vėjo išdavoje nuvirto medžiai.; ;;ChatGPT;;2.1539433002471924;2.4099953174591064;0.25605201721191406;correct
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;6;sąryšyje (su);Dėl sunkios ekonominės situacijos finansavimas sumažėjo.;Ryšyje su sunkia ekonomine situacija finansavimas sumažėjo.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;1.6063262224197388;2.3930611610412598;0.786734938621521;correct
156.0;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;6;sąryšyje (su);Jis atleistas iš pareigų ryšium su perėjimu į kitą darbą.;Jis atleistas iš pareigų sąryšyje su perėjimu į kitą darbą.; ;;vlkk;;1.7159688472747803;1.8459163904190063;0.12994754314422607;correct
157.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;1;daugelyje atvejų;Operacijos daugeliu atvejų pavykdavo.;Operacijos daugelyje atvejų pavykdavo.; ;;vlkk;;2.1262154579162598;2.5388197898864746;0.41260433197021484;correct
158.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;2;daugumoje;Daugiausia gripu sergama pavasarį ir rudenį.;Daugumoje gripu sergama pavasarį ir rudenį.; ;;vlkk;;1.721907377243042;1.763611078262329;0.04170370101928711;correct
159.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;2;daugumoje;Bendrovėje dirba daugiausia moterys.;Bendrovėje dirba daugumoje moterys.; ;;vlkk;;1.687056303024292;1.9388227462768555;0.2517664432525635;correct
160.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;3;didžiumoje;Šiandien tas autorius beveik visai užmirštas.;Šiandien tas autorius didžiumoje užmirštas.; ;;vlkk;;2.252089738845825;2.655449151992798;0.40335941314697266;correct
161.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;4;eilėje atvejų;Dėl avarijų dažnai būna kalti pėstieji.;Dėl avarijų eilėje atvejų būna kalti pėstieji.; ;;vlkk;;1.5420781373977661;1.9759286642074585;0.4338505268096924;correct
162.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;5;esmėje;Niekas iš esmės nepasikeitė.;Niekas esmėje nepasikeitė.; ;;vlkk;;1.5878781080245972;2.2780373096466064;0.6901592016220093;correct
153.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;6;pagrinde;Statybos darbai apskritai baigti.;Statybos darbai pagrinde baigti.; ;;vlkk;;2.3051652908325195;2.3614211082458496;0.05625581741333008;correct
164.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;6;pagrinde;Susirinko daugiausia pagyvenę žmonės.;Susirinko pagrinde pagyvenę žmonės.; ;;vlkk;;1.8058316707611084;2.2282283306121826;0.4223966598510742;correct
165.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;7;paskutinėje eilėje;Šį klausimą aptarsime paskutinį.;Šį klausimą aptarsime paskutinėje eilėje.; ;;vlkk;;2.288531541824341;2.1200406551361084;-0.16849088668823242;incorrect
166.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;8;pilnumoje;Remontą baigėme visai.;Remontą baigėme pilnumoje.; ;;vlkk;;4.065184116363525;3.466628074645996;-0.5985560417175293;incorrect
167.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;9;pirmoje eilėje;Pirmiausia sudarykime darbo planą.;Pirmoje eilėje sudarykime darbo planą.; ;;vlkk;;2.290433406829834;2.038015365600586;-0.25241804122924805;incorrect
168.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;10;principe;Iš principo su tavim sutinku.;Principe su tavim sutinku.; ;;vlkk;;2.3958139419555664;2.8455913066864014;0.44977736473083496;correct
169.0;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;11;visumoje;Paroda apskritai pavyko.;Paroda visumoje pavyko.; ;;vlkk;;2.9065656661987305;3.490482807159424;0.5839171409606934;correct
170.0;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;1;bėgyje;Darbą turime baigti per metus.;Darbą turime baigti metų bėgyje.; ;;vlkk;;2.9646456241607666;2.6315343379974365;-0.3331112861633301;incorrect
171.0;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;1;bėgyje;Laikui bėgant tiltas apgriuvo.;Laiko bėgyje tiltas apgriuvo.; ;;vlkk;;2.4778640270233154;3.0795531272888184;0.6016891002655029;correct
172.0;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;1;bėgyje;Pretenzijos priimamos mėnesį.;Pretenzijos priimamos mėnesio bėgyje.; ;;vlkk;;2.5536375045776367;2.0405454635620117;-0.513092041015625;incorrect
173.0;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;2;laike;Sprendimas gali būti apskundžiamas per dešimt dienų.;Sprendimas gali būti apskundžiamas dešimt dienų laike.; ;;vlkk;;1.697117567062378;2.246077299118042;0.5489597320556641;correct
;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;1;bėgyje;Projektas turi būti įgyvendintas per savaitę.;Projektas turi būti įgyvendintas savaitės bėgyje.; ;;ChatGPT;;1.623134970664978;1.5283485651016235;-0.09478640556335449;incorrect
;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;2;laike;Atsiskaitymas turi būti atliktas per tris dienas.;Atsiskaitymas turi būti atliktas trijų dienų laike.; ;;ChatGPT;;1.7308323383331299;2.07735538482666;0.3465230464935303;correct
;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;2;laike;Visi dokumentai turi būti pateikti per mėnesį.;Visi dokumentai turi būti pateikti mėnesio laike.; ;;ChatGPT;;1.6487970352172852;2.0857300758361816;0.4369330406188965;correct
;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;3;laikotarpyje;Kursai vyko per du mėnesius.;Kursai vyko dviejų mėnesių laikotarpyje.; ;;ChatGPT;;2.8898723125457764;1.7917102575302124;-1.098162055015564;incorrect
;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;3;laikotarpyje;Knyga turi būti perskaityta per tris mėnesius.;Knyga turi būti perskaityta trijų mėnesių laikotarpyje.; ;;ChatGPT;;1.599165916442871;1.4515701532363892;-0.14759576320648193;incorrect
174.0;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;3;laikotarpyje;Atsakymą gausite trijų dienų laikotarpiu.;Atsakymą gausite trijų dienų laikotarpyje.; ;;vlkk;;1.8944320678710938;1.7851933240890503;-0.10923874378204346;incorrect
175.0;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1; ;Ji puikiai griežia smuiku.;Ji puikiai griežia ant smuiko.; ;;vlkk;;4.022668838500977;4.062798500061035;0.040129661560058594;correct
176.0;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Gaudo žuvis sliekais.;Gaudo žuvis ant sliekų.; ;;vlkk;;4.468844890594482;4.943467617034912;0.4746227264404297;correct
;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Jis vairuoja autobusą.;Jis vairuoja ant autobuso.; ;Changed 'dirba' to 'vairuoja' to make the sentences more similar to each other.;internet;https://www.mazeikiai.lt › files › rekomendacijos;2.3543894290924072;3.272146701812744;0.9177572727203369;correct
;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Išmokau groti gitara. ;Išmokau groti ant gitaros.; ;;internet;https://www.mazeikiai.lt › files › rekomendacijos;2.9366228580474854;3.169464111328125;0.23284125328063965;correct
;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Šis fotografas fotografuoja analoginiu fotoaparatu.;Šis fotografas fotografuoja ant analoginio fotoaparato.; ;;ChatGPT;;2.2769389152526855;2.6675422191619873;0.39060330390930176;correct
;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Muzikantas muša būgnais.;Muzikantas muša ant būgnų.; ;;ChatGPT;;2.3030779361724854;2.6987290382385254;0.39565110206604004;correct
;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Pianistas taip pat groja ir kontrabosu.;Pianistas taip pat groja ir ant kontraboso.; ;;ChatGPT;;2.7173867225646973;3.40867280960083;0.6912860870361328;correct
;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Mokytojas paprašė vaikų rašyti rašikliais.;Mokytojas paprašė vaikų rašyti ant rašiklių.; ;;ChatGPT;;2.0733842849731445;2.1807286739349365;0.10734438896179199;correct
