sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;meta-llama_Llama-3.2-1B_correct_nll;meta-llama_Llama-3.2-1B_incorrect_nll;meta-llama_Llama-3.2-1B_certainty;meta-llama_Llama-3.2-1B_decision
63.0;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Jis dosnus pažadų.;Jis dosnus pažadais.; ;;vlkk;;6.646054267883301;8.37202262878418;1.725968360900879;correct
64.0;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Krašte gausu miškų ir upių.;Kraštas gausus miškais ir upėmis.; ;;vlkk;;5.330687999725342;4.610377788543701;-0.7203102111816406;incorrect
65.0;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Praėjusį teatro sezoną buvo daug naujų spektaklių.;Praėjęs teatro sezonas buvo turtingas naujais spektakliais.; ;;vlkk;;2.8286280632019043;3.998065948486328;1.1694378852844238;correct
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Renginys gausus svečių.;Renginys gausus svečiais.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;6.268434047698975;7.0903143882751465;0.8218803405761719;correct
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Miestas pilnas gyventojų.;Miestas pilnas gyventojais.; ;;ChatGPT;;4.35893440246582;5.520638465881348;1.1617040634155273;correct
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Biblioteka turtinga knygų.;Biblioteka turtinga knygomis.; ;;ChatGPT;;4.993375301361084;5.7536749839782715;0.7602996826171875;correct
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Mano draugai turtingi patarimų.;Mano draugai turtingi patarimais.; ;;ChatGPT;;4.916196346282959;5.359072685241699;0.44287633895874023;correct
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Šis stalas nukrautas vaisių.;Šis stalas nukrautas vaisiais.; ;;ChatGPT;;4.905203819274902;5.841667652130127;0.9364638328552246;correct
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Mamatė turtinga gerumo ir šilumos.;Mamatė turtinga gerumu ir  šiluma.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;5.504842758178711;6.309365749359131;0.8045229911804199;correct
;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Koncertas turtingas remėjų.;Koncertas turtingas remėjais.; ;;ChatGPT;;4.615655899047852;5.183251857757568;0.5675959587097168;correct
66.0;1;Use of Cases;5;3.5 Instrumental case;2;3.5.2 Instrumental case should not be used to express content of quality with adjectives denoting abundance.;1;;Ar esi turtingas pinigų?;Ar esi turtingas pinigais?; ;;vlkk;;6.50851583480835;7.29610538482666;0.7875895500183105;correct
67.0;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Bičiulis buvo priblokštas to įvykio. ;Bičiulis buvo priblokštas tuo įvykiu. ; ;;vlkk;;5.437953472137451;5.226573467254639;-0.2113800048828125;incorrect
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Mes sukrėsti jo nelaimių.;Mes sukrėsti jo nelaimėmis.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;5.617478370666504;5.758540630340576;0.14106225967407227;correct
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Šalis užimta priešo pajėgų.;Šalis užimta priešo pajėgomis.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.065567493438721;4.2255377769470215;0.15997028350830078;correct
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Vaikas buvo sužavėtas naujo žaislo.;Vaikas buvo sužavėtas nauju žaislu.; ;;ChatGPT;;5.138464450836182;5.019225120544434;-0.11923933029174805;incorrect
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Miestas sukrėstas protestų.;Miestas sukrėstas protestais.; ;;ChatGPT;;4.945919513702393;5.290836811065674;0.34491729736328125;correct
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Piešinys buvo įkvėptas gamtos vaizdų.;Piešinys buvo įkvėptas gamtos vaizdais.; ;;ChatGPT;;3.7701916694641113;3.9340198040008545;0.16382813453674316;correct
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Ji buvo priblokšta savo pasiekimų.;Ji buvo priblokšta savo pasiekimais.; ;;ChatGPT;;5.226113796234131;5.683536529541016;0.45742273330688477;correct
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Komanda buvo įkvėpta trenerio patarimų.;Komanda buvo įkvėpta trenerio patarimais.; ;;ChatGPT;;4.1989593505859375;4.29319953918457;0.09424018859863281;correct
;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Vaikai yra išties sužavėti mokytojų pasakojimų.;Vaikai yra išties sužavėti mokytojų pasakojimais.; ;;ChatGPT;;3.317335367202759;3.3994650840759277;0.08212971687316895;correct
68.0;1;Use of Cases;5;3.5 Instrumental case;3;3.5.3 Instrumental case should not be used to express the agent or cause of a state (but not the instrument) with passive participles.;1;;Buvome nuliūdinti tokio jo elgesio.;Buvome nuliūdinti tokiu jo elgesiu.; ;;vlkk;;6.428071022033691;6.239400386810303;-0.18867063522338867;incorrect
69.0;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Šio leidinio steigėjas yra mūsų institutas.;Šio leidinio steigėju yra mūsų institutas.; ;;vlkk;;3.3131344318389893;3.5156352519989014;0.2025008201599121;correct
70.0;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Sprendžiant iš akcento, jis galėjo būti prancūzas. ;Sprendžiant iš akcento, jis galėjo būti prancūzu. ; ;;vlkk;;3.537555456161499;3.618168354034424;0.0806128978729248;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Mes esame šios komisijos nariai.;Mes esame šios komisijos nariais.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;5.762903213500977;5.9614176750183105;0.19851446151733398;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Finansavimo šaltinis yra paramos fondas.;Finansavimo šaltiniu yra paramos fondas.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;5.111644268035889;4.891812324523926;-0.2198319435119629;incorrect
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Tas mokinys jam buvo geras draugas.;Tas mokinys jam buvo geru draugu.; ;;ChatGPT;;6.774136066436768;7.493810653686523;0.7196745872497559;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Šis miestas yra sostinė.;Šis miestas yra sostine.; ;;ChatGPT;;3.983119249343872;5.1882147789001465;1.2050955295562744;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Naujasis pastatas yra muziejus.;Naujasis pastatas yra muziejumi.; ;;ChatGPT;;4.446836471557617;5.094051837921143;0.6472153663635254;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Jis yra profesionalus sportininkas.;Jis yra profesionaliu sportininku.; ;;ChatGPT;;5.341047286987305;6.237680435180664;0.8966331481933594;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Biologijos pamokoje visi buvo aktyvūs dalyviai.;Biologijos pamokoje visi buvo aktyviais dalyviais.; ;;ChatGPT;;3.882497787475586;4.344210147857666;0.4617123603820801;correct
71.0;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Kas buvo šios infekcijos priežastis?;Kas buvo šios infekcijos priežastimi?; ;;vlkk;;3.9526922702789307;4.504665374755859;0.5519731044769287;correct
72.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Sąraše jis buvo pirmasis, todėl atrodė toks patenkintas. ;Sąraše jis buvo pirmuoju, todėl atrodė tokiu patenkintu. ; ;;vlkk;;4.23741340637207;4.058882236480713;-0.17853116989135742;incorrect
73.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Kas nenori tapti turtingesnis?;Kas nenori tapti turtingesniu?; ;;vlkk;;7.598982334136963;7.310155868530273;-0.28882646560668945;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Pagrindinė derybų tema bus šilumos ūkio investicijos.;Pagrindine derybų tema bus šilumos ūkio investicijos.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;3.023536443710327;3.8896477222442627;0.8661112785339355;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Kiekvienas nori būti laimingas.;Kiekvienas nori būti laimingu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1005;5.313687801361084;5.605039119720459;0.291351318359375;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Pirmas bus svarstomas klausimas dėl lėšų skyrimo.;Pirmu bus svarstomas klausimas dėl lėšų skyrimo.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1006;4.0425825119018555;4.001444339752197;-0.0411381721496582;incorrect
74.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;2;instead of the genitive;Vien pinigai nepadaro žmogaus laimingo.;Vien pinigai nepadaro žmogaus laimingu.; ;;vlkk;;6.267366409301758;6.0786452293396;-0.1887211799621582;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;2;instead of the genitive;Visa tai nepalieka mūsų abejingų.;Visa tai nepalieka mūsų abejingais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1006;5.426885604858398;5.8986124992370605;0.4717268943786621;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;2;instead of the genitive;Niekas negali versti kito būti visada atsakingo.;Niekas negali versti kito būti visada atsakingu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1007;4.816740036010742;4.824057102203369;0.007317066192626953;correct
75.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Lengva žmogui būti geram, sunkiau – teisingam. ;Lengva žmogui būti geru, sunkiau – teisingu. ; ;;vlkk;;5.010242462158203;4.719524383544922;-0.29071807861328125;incorrect
76.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Tai padėtų jam tapti profesionalesniam.;Tai padėtų jam tapti profesionalesniu.; ;;vlkk;;5.364496231079102;5.2410125732421875;-0.12348365783691406;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Gera būti sveikiems.;Gera būti sveikais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1007;6.121800899505615;6.273702144622803;0.1519012451171875;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Malonu būti pagirtiems.;Malonu būti pagirtais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1008;6.825169563293457;7.312888145446777;0.4877185821533203;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Jiems grėsė pavojus būti sulaikytiems.;Jiems grėsė pavojus būti sulaikytais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1009;4.743380546569824;4.395849227905273;-0.3475313186645508;incorrect
77.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Sunkumai privertė ją būti taupesnę ir išradingesnę.;Sunkumai privertė ją būti taupesne ir išradingesne.; ;;vlkk;;4.674643039703369;5.146655082702637;0.4720120429992676;correct
78.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Kas jį tokį padarė?;Kas jį tokiu padarė?; ;;vlkk;;4.825206279754639;5.0788373947143555;0.2536311149597168;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Šių reikalavimų nesilaikymas daro sutartis negaliojančias.;Šių reikalavimų nesilaikymas daro sutartis negaliojančiomis.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1010;3.2179250717163086;3.126920223236084;-0.09100484848022461;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Mes stengiamės renginį padaryti linksmesnį, įdomesnį.;Mes stengiamės renginį padaryti linksmesniu, įdomesniu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1011;4.119025230407715;4.513304710388184;0.39427947998046875;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Sprendimą jie paliko nepakeistą.;Sprendimą jie paliko nepakeistu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1012;5.4544830322265625;5.485360145568848;0.030877113342285156;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Visus kviečiame būti vieningus.;Visus kviečiame būti vieningais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1013;5.063178539276123;4.861217975616455;-0.20196056365966797;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Baudos verčia vairuotojus būti drausmingus.;Baudos verčia vairuotojus būti drausmingais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1014;4.993611812591553;4.906094074249268;-0.08751773834228516;incorrect
79.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Jį laikė gražiu, bet lengvabūdišku.;Jį laikė gražų, bet lengvabūdišką.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.; ADDED THE INCORRECT ONE, and it is actually incorrect.;vlkk;;5.203366756439209;4.6924262046813965;-0.5109405517578125;incorrect
80.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Jis padėtį pavadino pavojinga.;Jis padėtį pavadino pavojingą.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.; ADDED THE INCORRECT ONE, and it is actually incorrect.;vlkk;;4.3770551681518555;4.36922550201416;-0.007829666137695312;incorrect
81.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Teismas jį pripažino nekaltu.;Teismas jį pripažino nekaltą.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.; ADDED THE INCORRECT ONE, and it is actually incorrect.;vlkk;;4.658374309539795;4.7066426277160645;0.04826831817626953;correct
82.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Po dvejų metų jaunuolį paskelbė dingusiu be žinios.;Po dvejų metų jaunuolį paskelbė dingusį be žinios.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context. The incorrect one is more old school.;vlkk;;4.3775177001953125;4.231541156768799;-0.14597654342651367;incorrect
83.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Jam netikėtai kilo puiki mintis.;Jame netikėtai kilo puiki mintis.; ;;vlkk;;5.693058490753174;5.802770614624023;0.10971212387084961;correct
84.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Mokytoja nuolat diegia savo mokiniams grožio supratimą ir ugdo jų gėrio pradus.;Mokytoja nuolat diegia savo mokiniuose grožio supratimą ir ugdo juose gėrio pradus.; ;;vlkk;;4.669398784637451;4.771553993225098;0.10215520858764648;correct
85.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Kas jis labiau – humoristas ar žurnalistas?;Ko jame daugiau – humoristo ar žurnalisto?; ;;vlkk;;7.148306846618652;5.700872421264648;-1.447434425354004;incorrect
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Dauguma žmonių įžvelgia kito žmogaus klaidas.;Dauguma žmonių įžvelgia klaidas kitame žmoguje.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;3.6471941471099854;4.056643962860107;0.40944981575012207;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Jam vis labiau stiprėjo nerimas dėl artėjančio egzamino.;Jame vis labiau stiprėjo nerimas dėl artėjančio egzamino.; ;;ChatGPT;;4.563200950622559;4.605210304260254;0.04200935363769531;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Studentams kilo susidomėjimas nauju kursu.;Studentuose kilo susidomėjimas nauju kursu.; ;;ChatGPT;;6.106122970581055;5.5949249267578125;-0.5111980438232422;incorrect
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Vaikams ėmė rastis baimė dėl tamsos.;Vaikuose ėmė rastis baimė dėl tamsos.; ;;ChatGPT;;4.243718147277832;4.214616298675537;-0.029101848602294922;incorrect
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Direktoriui sukilo abejonės dėl projekto sėkmės.;Direktoriuje sukilo abejonės dėl projekto sėkmės.; ;;ChatGPT;;3.959190607070923;4.351539134979248;0.3923485279083252;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Tėvams pabudo įtarimas, kad kažkas negerai.;Tėvuose pabudo įtarimas, kad kažkas negerai.; ;;ChatGPT;;4.56072998046875;4.529113292694092;-0.0316166877746582;incorrect
86.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Dar vaikystėje susiformavo būsimojo sportininko tvirtas charakteris.;Dar vaikystėje būsimajame sportininke susiformavo tvirtas charakteris.; ;;vlkk;;4.203310966491699;4.8498854637146;0.6465744972229004;correct
87.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ji gabi ir mokslui, ir sportui, ir muzikai.;Ji gabi ir moksle, ir sporte, ir muzikoje.; ;;vlkk;;4.444215774536133;5.4176483154296875;0.9734325408935547;correct
88.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Spėjau įsitikinti jų teisingumu ir sąžiningumu.;Spėjau įsitikinti jų teisingume ir sąžiningume.; ;;vlkk;;3.14387583732605;3.373997449874878;0.23012161254882812;correct
89.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Asmuo įtariamas sunkiu nusikaltimu.;Asmuo įtariamas sunkiame nusikaltime.; ;;vlkk;;4.741511821746826;5.957952499389648;1.2164406776428223;correct
90.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Menkai nusimanau apie mašinas.;Menkai nusimanau mašinose.; ;;vlkk;;5.8899688720703125;6.473581314086914;0.5836124420166016;correct
91.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Jis neblogai nusimano apie ekonomiką.;Jis neblogai nusimano ekonomikoje.; ;;vlkk;;6.8441057205200195;7.220419883728027;0.3763141632080078;correct
92.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ką jis nutuokia apie tą tapybą?;Ką jis nutuokia toje tapyboje?; ;;vlkk;;5.991815567016602;7.14595890045166;1.1541433334350586;correct
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Daug žinau apie istoriją.;Daug žinau istorijoje.; ;;ChatGPT;;4.702381134033203;5.6707940101623535;0.9684128761291504;correct
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Jis labai patyręs finansų srityje.;Jis labai patyręs finansuose.; ;;ChatGPT;;5.615478038787842;6.796693325042725;1.1812152862548828;correct
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ji nuolat tobulėja viešojo kalbėjimo srityje.;Ji nuolat tobulėja viešajame kalbėjime.; ;;ChatGPT;;4.200185775756836;4.842024803161621;0.6418390274047852;correct
93.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Prisipažino mylįs.;Prisipažino meilėje.; ;;vlkk;;5.884329319000244;5.414416790008545;-0.4699125289916992;incorrect
94.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;1;apimtyje;Atlikome plačios apimties tyrimus.;Atlikome tyrimus plačioje apimtyje.; ;;vlkk;;6.937833309173584;5.888143062591553;-1.0496902465820312;incorrect
95.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;2;atstume;Kelių metrų atstumu pamačiau gyvatę.;Kelių metrų atstume pamačiau gyvatę.; ;;vlkk;;3.9327399730682373;4.296604633331299;0.3638646602630615;correct
96.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;3;aukštumoje;Vakar tu pasirodei gerai.;Vakar tu pasirodei aukštumoje.; ;;vlkk;;6.539514541625977;5.403713703155518;-1.135800838470459;incorrect
97.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;4;būklėje;Pastatai palikti apgailėtinos būklės.;Pastatai palikti apgailėtinoje būklėje.; ;;vlkk;;4.139487266540527;4.055995941162109;-0.08349132537841797;incorrect
98.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;4;būklėje;Namas yra avarinės būklės.;Namas yra avarinėje būklėje.; ;;vlkk;;3.366406202316284;3.611095905303955;0.2446897029876709;correct
99.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;5;dvitomyje;Raštai išleisti dvitomiu.;Raštai išleisti dvitomyje.; ;;vlkk;;6.6679887771606445;6.661891937255859;-0.006096839904785156;incorrect
100.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;6;egzemplioriuje;Tekstas perrašytas trimis egzemplioriais.;Tekstas perrašytas trijuose egzemplioriuose.; ;;vlkk;;4.7621307373046875;4.473476886749268;-0.2886538505554199;incorrect
101.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;6;egzemplioriuje;Išspausdink penkis egzempliorius.;Išspausdink penkiuose egzemplioriuose.; ;;vlkk;;4.318239688873291;4.048094272613525;-0.2701454162597656;incorrect
102.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;7;etate;Dirba dviem etatais.;Dirba dviejuose etatuose.; ;;vlkk;;8.21480655670166;7.2942657470703125;-0.9205408096313477;incorrect
103.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Sportininkas šiandien blogos formos.;Sportininkas šiandien ne formoje.; ;;vlkk;;5.516244888305664;5.312693119049072;-0.2035517692565918;incorrect
104.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Serga tymais lengva forma.;Serga tymais lengvoje formoje.; ;;vlkk;;7.849287033081055;7.934272766113281;0.08498573303222656;correct
