sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;Qwen_Qwen3-0.6B_correct_nll;Qwen_Qwen3-0.6B_incorrect_nll;Qwen_Qwen3-0.6B_certainty;Qwen_Qwen3-0.6B_decision
70.0;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Sprendžiant iš akcento, jis galėjo būti prancūzas. ;Sprendžiant iš akcento, jis galėjo būti prancūzu. ; ;;vlkk;;4.251468658447266;4.145646572113037;-0.10582208633422852;incorrect
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Mes esame šios komisijos nariai.;Mes esame šios komisijos nariais.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;6.472217082977295;6.764449596405029;0.2922325134277344;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Finansavimo šaltinis yra paramos fondas.;Finansavimo šaltiniu yra paramos fondas.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;6.688431739807129;7.0061445236206055;0.31771278381347656;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Tas mokinys jam buvo geras draugas.;Tas mokinys jam buvo geru draugu.; ;;ChatGPT;;7.276486873626709;7.809055328369141;0.5325684547424316;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Šis miestas yra sostinė.;Šis miestas yra sostine.; ;;ChatGPT;;4.839532375335693;5.54746675491333;0.7079343795776367;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Naujasis pastatas yra muziejus.;Naujasis pastatas yra muziejumi.; ;;ChatGPT;;5.7474045753479;6.210330963134766;0.46292638778686523;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Jis yra profesionalus sportininkas.;Jis yra profesionaliu sportininku.; ;;ChatGPT;;6.933445930480957;7.126439094543457;0.1929931640625;correct
;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Biologijos pamokoje visi buvo aktyvūs dalyviai.;Biologijos pamokoje visi buvo aktyviais dalyviais.; ;;ChatGPT;;4.372925281524658;5.1484198570251465;0.7754945755004883;correct
71.0;1;Use of Cases;5;3.5 Instrumental case;4;3.5.4 Instrumental case should not be used with forms of the verb būti to express a permanent (unchanging) state.;1;;Kas buvo šios infekcijos priežastis?;Kas buvo šios infekcijos priežastimi?; ;;vlkk;;4.317573070526123;4.637362480163574;0.31978940963745117;correct
72.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Sąraše jis buvo pirmasis, todėl atrodė toks patenkintas. ;Sąraše jis buvo pirmuoju, todėl atrodė tokiu patenkintu. ; ;;vlkk;;4.673816680908203;4.758740425109863;0.08492374420166016;correct
73.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Kas nenori tapti turtingesnis?;Kas nenori tapti turtingesniu?; ;;vlkk;;7.811072826385498;7.4944000244140625;-0.31667280197143555;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Pagrindinė derybų tema bus šilumos ūkio investicijos.;Pagrindine derybų tema bus šilumos ūkio investicijos.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;4.493147373199463;5.042657852172852;0.5495104789733887;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Kiekvienas nori būti laimingas.;Kiekvienas nori būti laimingu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1005;4.443135738372803;5.47630500793457;1.0331692695617676;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;1;instead of the nominative;Pirmas bus svarstomas klausimas dėl lėšų skyrimo.;Pirmu bus svarstomas klausimas dėl lėšų skyrimo.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1006;4.336254119873047;4.964975357055664;0.6287212371826172;correct
74.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;2;instead of the genitive;Vien pinigai nepadaro žmogaus laimingo.;Vien pinigai nepadaro žmogaus laimingu.; ;;vlkk;;7.577895164489746;7.583248615264893;0.005353450775146484;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;2;instead of the genitive;Visa tai nepalieka mūsų abejingų.;Visa tai nepalieka mūsų abejingais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1006;6.042548179626465;6.319415092468262;0.2768669128417969;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;2;instead of the genitive;Niekas negali versti kito būti visada atsakingo.;Niekas negali versti kito būti visada atsakingu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1007;4.77549934387207;4.835294246673584;0.05979490280151367;correct
75.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Lengva žmogui būti geram, sunkiau – teisingam. ;Lengva žmogui būti geru, sunkiau – teisingu. ; ;;vlkk;;6.21282434463501;5.688021659851074;-0.5248026847839355;incorrect
76.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Tai padėtų jam tapti profesionalesniam.;Tai padėtų jam tapti profesionalesniu.; ;;vlkk;;7.194574356079102;6.854573726654053;-0.34000062942504883;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Gera būti sveikiems.;Gera būti sveikais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1007;7.145665168762207;7.59711217880249;0.4514470100402832;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Malonu būti pagirtiems.;Malonu būti pagirtais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1008;8.422189712524414;8.64712142944336;0.2249317169189453;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;3;instead of the dative;Jiems grėsė pavojus būti sulaikytiems.;Jiems grėsė pavojus būti sulaikytais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1009;4.475979804992676;4.349344253540039;-0.12663555145263672;incorrect
77.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Sunkumai privertė ją būti taupesnę ir išradingesnę.;Sunkumai privertė ją būti taupesne ir išradingesne.; ;;vlkk;;5.658196926116943;5.436941623687744;-0.22125530242919922;incorrect
78.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Kas jį tokį padarė?;Kas jį tokiu padarė?; ;;vlkk;;6.364713191986084;5.224255561828613;-1.1404576301574707;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Šių reikalavimų nesilaikymas daro sutartis negaliojančias.;Šių reikalavimų nesilaikymas daro sutartis negaliojančiomis.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1010;3.853712797164917;3.7629854679107666;-0.09072732925415039;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Mes stengiamės renginį padaryti linksmesnį, įdomesnį.;Mes stengiamės renginį padaryti linksmesniu, įdomesniu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1011;4.3675336837768555;4.458613872528076;0.0910801887512207;correct
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Sprendimą jie paliko nepakeistą.;Sprendimą jie paliko nepakeistu.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1012;6.072740077972412;5.840923309326172;-0.23181676864624023;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Visus kviečiame būti vieningus.;Visus kviečiame būti vieningais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1013;5.31282377243042;5.302870750427246;-0.009953022003173828;incorrect
;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.;4;instead of the accusative;Baudos verčia vairuotojus būti drausmingus.;Baudos verčia vairuotojus būti drausmingais.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1014;5.240093231201172;5.465959072113037;0.22586584091186523;correct
79.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Jį laikė gražiu, bet lengvabūdišku.;Jį laikė gražų, bet lengvabūdišką.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.; ADDED THE INCORRECT ONE, and it is actually incorrect.;vlkk;;5.183483123779297;5.561840057373047;0.37835693359375;correct
80.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Jis padėtį pavadino pavojinga.;Jis padėtį pavadino pavojingą.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.; ADDED THE INCORRECT ONE, and it is actually incorrect.;vlkk;;6.469265460968018;6.396543502807617;-0.07272195816040039;incorrect
81.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Teismas jį pripažino nekaltu.;Teismas jį pripažino nekaltą.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.; ADDED THE INCORRECT ONE, and it is actually incorrect.;vlkk;;4.971127986907959;5.077392578125;0.10626459121704102;correct
82.0;1;Use of Cases;5;3.5 Instrumental case;5;3.5.5 The instrumental of adjectives (and words used adjectivally) should not be used to express a state.; ;;Po dvejų metų jaunuolį paskelbė dingusiu be žinios.;Po dvejų metų jaunuolį paskelbė dingusį be žinios.;Su veiksmažodžiais laikyti, (pa)skelbti, (pa)vadinti, pripažinti įnagininkas – ne klaida.;ADDED THE INCORRECT ONE, but both are OK depending on the context. The incorrect one is more old school.;vlkk;;5.461240768432617;5.322333335876465;-0.13890743255615234;incorrect
83.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Jam netikėtai kilo puiki mintis.;Jame netikėtai kilo puiki mintis.; ;;vlkk;;6.8672308921813965;7.78754997253418;0.9203190803527832;correct
84.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Mokytoja nuolat diegia savo mokiniams grožio supratimą ir ugdo jų gėrio pradus.;Mokytoja nuolat diegia savo mokiniuose grožio supratimą ir ugdo juose gėrio pradus.; ;;vlkk;;5.126393795013428;5.248873710632324;0.12247991561889648;correct
85.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Kas jis labiau – humoristas ar žurnalistas?;Ko jame daugiau – humoristo ar žurnalisto?; ;;vlkk;;6.271409034729004;6.5393829345703125;0.2679738998413086;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Dauguma žmonių įžvelgia kito žmogaus klaidas.;Dauguma žmonių įžvelgia klaidas kitame žmoguje.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;4.1510748863220215;4.926580429077148;0.775505542755127;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Jam vis labiau stiprėjo nerimas dėl artėjančio egzamino.;Jame vis labiau stiprėjo nerimas dėl artėjančio egzamino.; ;;ChatGPT;;5.2802205085754395;5.6778998374938965;0.39767932891845703;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Studentams kilo susidomėjimas nauju kursu.;Studentuose kilo susidomėjimas nauju kursu.; ;;ChatGPT;;6.283029079437256;5.845489501953125;-0.43753957748413086;incorrect
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Vaikams ėmė rastis baimė dėl tamsos.;Vaikuose ėmė rastis baimė dėl tamsos.; ;;ChatGPT;;4.727391242980957;5.382964134216309;0.6555728912353516;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Direktoriui sukilo abejonės dėl projekto sėkmės.;Direktoriuje sukilo abejonės dėl projekto sėkmės.; ;;ChatGPT;;4.726029396057129;5.110567092895508;0.3845376968383789;correct
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Tėvams pabudo įtarimas, kad kažkas negerai.;Tėvuose pabudo įtarimas, kad kažkas negerai.; ;;ChatGPT;;5.476706027984619;5.736477375030518;0.25977134704589844;correct
86.0;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Dar vaikystėje susiformavo būsimojo sportininko tvirtas charakteris.;Dar vaikystėje būsimajame sportininke susiformavo tvirtas charakteris.; ;;vlkk;;5.1263251304626465;6.279834270477295;1.1535091400146484;correct
87.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ji gabi ir mokslui, ir sportui, ir muzikai.;Ji gabi ir moksle, ir sporte, ir muzikoje.; ;;vlkk;;5.247900009155273;5.424663543701172;0.17676353454589844;correct
88.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Spėjau įsitikinti jų teisingumu ir sąžiningumu.;Spėjau įsitikinti jų teisingume ir sąžiningume.; ;;vlkk;;4.249184608459473;4.258856773376465;0.009672164916992188;correct
89.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Asmuo įtariamas sunkiu nusikaltimu.;Asmuo įtariamas sunkiame nusikaltime.; ;;vlkk;;6.674893856048584;7.441695213317871;0.7668013572692871;correct
90.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Menkai nusimanau apie mašinas.;Menkai nusimanau mašinose.; ;;vlkk;;5.906818389892578;6.734809875488281;0.8279914855957031;correct
91.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Jis neblogai nusimano apie ekonomiką.;Jis neblogai nusimano ekonomikoje.; ;;vlkk;;5.503660202026367;6.824843406677246;1.321183204650879;correct
92.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ką jis nutuokia apie tą tapybą?;Ką jis nutuokia toje tapyboje?; ;;vlkk;;5.6552348136901855;6.708867073059082;1.0536322593688965;correct
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Daug žinau apie istoriją.;Daug žinau istorijoje.; ;;ChatGPT;;5.993243217468262;8.290851593017578;2.2976083755493164;correct
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Jis labai patyręs finansų srityje.;Jis labai patyręs finansuose.; ;;ChatGPT;;5.133747577667236;5.842929840087891;0.7091822624206543;correct
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ji nuolat tobulėja viešojo kalbėjimo srityje.;Ji nuolat tobulėja viešajame kalbėjime.; ;;ChatGPT;;4.584230899810791;5.370680809020996;0.7864499092102051;correct
93.0;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Prisipažino mylįs.;Prisipažino meilėje.; ;;vlkk;;7.237313270568848;6.748900890350342;-0.48841238021850586;incorrect
94.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;1;apimtyje;Atlikome plačios apimties tyrimus.;Atlikome tyrimus plačioje apimtyje.; ;;vlkk;;7.293828964233398;7.166022300720215;-0.1278066635131836;incorrect
95.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;2;atstume;Kelių metrų atstumu pamačiau gyvatę.;Kelių metrų atstume pamačiau gyvatę.; ;;vlkk;;5.156047344207764;5.393372535705566;0.23732519149780273;correct
96.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;3;aukštumoje;Vakar tu pasirodei gerai.;Vakar tu pasirodei aukštumoje.; ;;vlkk;;6.685544013977051;5.936101913452148;-0.7494421005249023;incorrect
97.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;4;būklėje;Pastatai palikti apgailėtinos būklės.;Pastatai palikti apgailėtinoje būklėje.; ;;vlkk;;4.687836170196533;4.781510353088379;0.0936741828918457;correct
98.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;4;būklėje;Namas yra avarinės būklės.;Namas yra avarinėje būklėje.; ;;vlkk;;4.4043402671813965;4.662142276763916;0.25780200958251953;correct
99.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;5;dvitomyje;Raštai išleisti dvitomiu.;Raštai išleisti dvitomyje.; ;;vlkk;;8.25030517578125;8.108283042907715;-0.14202213287353516;incorrect
100.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;6;egzemplioriuje;Tekstas perrašytas trimis egzemplioriais.;Tekstas perrašytas trijuose egzemplioriuose.; ;;vlkk;;5.001829624176025;4.728460311889648;-0.27336931228637695;incorrect
101.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;6;egzemplioriuje;Išspausdink penkis egzempliorius.;Išspausdink penkiuose egzemplioriuose.; ;;vlkk;;5.58424711227417;5.962308406829834;0.37806129455566406;correct
102.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;7;etate;Dirba dviem etatais.;Dirba dviejuose etatuose.; ;;vlkk;;8.426128387451172;7.953774452209473;-0.4723539352416992;incorrect
103.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Sportininkas šiandien blogos formos.;Sportininkas šiandien ne formoje.; ;;vlkk;;5.074344635009766;5.628570556640625;0.5542259216308594;correct
104.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Serga tymais lengva forma.;Serga tymais lengvoje formoje.; ;;vlkk;;9.887504577636719;8.372099876403809;-1.5154047012329102;incorrect
105.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Kokia forma atsiskaitysime?;Kokioje formoje atsiskaitysime?; ;;vlkk;;6.885103225708008;6.967715263366699;0.0826120376586914;correct
106.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Nusipirkau forminio kumpio.;Nusipirkau kumpio formoje.; ;;vlkk;;8.076057434082031;7.849054336547852;-0.2270030975341797;incorrect
107.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;9;galioje;Šis įstatymas tebegalioja.;Šis įstatymas tebėra galioje.; ;;vlkk;;4.239981174468994;4.425838470458984;0.18585729598999023;correct
108.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;10;kalboje;Skaitė paskaitą lietuvių kalba.;Skaitė paskaitą lietuvių kalboje.; ;;vlkk;;3.4241292476654053;3.333501100540161;-0.09062814712524414;incorrect
109.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;10;kalboje;Knyga išėjo anglų ir švedų kalbomis.;Knyga išėjo anglų ir švedų kalbose.; ;;vlkk;;4.637213230133057;5.351831912994385;0.7146186828613281;correct
110.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;11;kame;Koks čia reikalas?;Kame čia reikalas?; ;;vlkk;;7.845015048980713;8.488679885864258;0.6436648368835449;correct
111.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;12;kryptyje;Apgynė edukologijos krypties disertaciją.;Apgynė disertaciją edukologijos kryptyje.; ;;vlkk;;5.786220073699951;6.518095970153809;0.7318758964538574;correct
112.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;13;lygyje;Konkursas buvo aukšto lygio.;Konkursas vyko aukštame lygyje.; ;;vlkk;;5.408636569976807;7.865468978881836;2.4568324089050293;correct
113.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;14;medžiagoje;Tas paminklas, nukaltas iš granito, yra nesugriaunamas ir nesunaikinamas.;Tas paminklas, nukaltas granite, yra nesugriaunamas ir nesunaikinamas.; ;Created a full sentence by looking at the corpus.;vlkk;;4.715730667114258;5.42051887512207;0.7047882080078125;correct
114.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;14;medžiagoje;Jis pasišovė nulieti skulptūrą iš bronzos.;Jis pasišovė nulieti skulptūrą bronzoje.; ;Created a full sentence by looking at the corpus.;vlkk;;5.12673282623291;5.834670543670654;0.7079377174377441;correct
115.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Prietaisas jau veikia normaliai.;Prietaisas jau normoje.; ;;vlkk;;4.975832939147949;7.053926467895508;2.0780935287475586;correct
116.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Jo kraujospūdis normalus.;Jo kraujospūdis normoje.; ;Added 'Jo' to make a full sentence.;vlkk;;9.110615730285645;8.515020370483398;-0.5955953598022461;incorrect
117.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Darbe viskas normalu.;Darbe viskas normoje.; ;Added 'Darbe' to make a full sentence.;vlkk;;8.456706047058105;7.504361629486084;-0.9523444175720215;incorrect
118.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;16;nuosavybėje;Inventorius yra mokyklos nuosavybė.;Inventorius yra mokyklos nuosavybėje.; ;;vlkk;;4.712225437164307;4.279824733734131;-0.4324007034301758;incorrect
119.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;17;nuotaikoje;Vakar buvau be nuotaikos.;Vakar buvau ne nuotaikoje.; ;;vlkk;;5.953741073608398;6.60946798324585;0.6557269096374512;correct
120.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;18;nuotolyje;Jų namai stovi už kelių kilometrų nuo ežero.;Jų namai stovi kelių kilometrų nuotolyje nuo ežero.; ;;vlkk;;4.269270896911621;5.063518524169922;0.7942476272583008;correct
121.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;19;originale;Pagaliau pamatėme to paveikslo originalą.;Pagaliau pamatėme tą paveikslą originale.; ;;vlkk;;7.588465213775635;6.348958492279053;-1.239506721496582;incorrect
122.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;19;originale;Romaną buvau skaitęs originalo kalba.;Romaną buvau skaitęs originale.; ;;vlkk;;6.366150856018066;6.681187152862549;0.3150362968444824;correct
123.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;20;pardavime;Šiandien parduodama trijų rūšių mėsa.;Šiandien pardavime yra trijų rūšių mėsos.; ;;vlkk;;4.238363265991211;3.9566731452941895;-0.2816901206970215;incorrect
124.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;21;pavidale;Prekės gautos fasuotos.;Prekės gautos fasuotame pavidale.; ;;vlkk;;7.833982467651367;6.967867374420166;-0.8661150932312012;incorrect
125.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;21;pavidale;Po reakcijos gavome medžiagą kristalų pavidalo.;Po reakcijos gavome medžiagą kristalų pavidale.; ;;vlkk;;4.37787389755249;4.604151725769043;0.22627782821655273;correct
126.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;22;rankraštyje;Kiek metų tas romanas buvo rankraštis?;Kiek metų tas romanas buvo rankraštyje?; ;;vlkk;;7.025160789489746;6.040509223937988;-0.9846515655517578;incorrect
127.0;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;22;rankraštyje;Skaičiau šio veikalo rankraštį.;Skaičiau šį veikalą rankraštyje.; ;;vlkk;;5.00551700592041;5.06954288482666;0.06402587890625;correct
